Sample	AS	ASprime	LOH_n_seg	LOH_frac_altered
TCGA-EB-A3Y7-01	4	5	46	0.14943658599974682
TCGA-EB-A41A-01	6	6	32	0.055345382931346686
TCGA-EB-A41B-01	7	13	152	0.30445207324439794
TCGA-EB-A42Y-01	6	13	93	0.18629446870032787
TCGA-EB-A42Z-01	7	6	170	0.2097622422505574
TCGA-EB-A430-01	13	10	43	0.2343385860111099
TCGA-EB-A431-01	17	34	104	0.3107251463837002
TCGA-EB-A44N-01	0	0	17	0.000868882
TCGA-EB-A44O-01	9	13	152	0.3580384987299433
TCGA-EB-A44P-01	4	3	36	0.10258657337112713
TCGA-EB-A44Q-06	6	6	141	0.1020375384849443
TCGA-EB-A44R-06	22	68	111	0.1926359756623771
TCGA-EB-A4IQ-01	21	23	83	0.16790544179355138
TCGA-EB-A4IS-01	24	17	26	0.1231093872849812
TCGA-EB-A4OY-01	17	24	181	0.3264770222577598
TCGA-EB-A4OZ-01	4	5	28	0.12640716050439066
TCGA-EB-A4P0-01	23	15	84	0.1451919775095503
TCGA-EB-A4XL-01	8	7	32	0.089771927
TCGA-EB-A51B-01	18	18	25	0.099274141
TCGA-EB-A550-01	5	5	64	0.14634063661784286
TCGA-EB-A551-01	8	15	162	0.33588205310675473
TCGA-EB-A553-01	22	34	95	0.3983466989756165
TCGA-EB-A57M-01	12	9	67	0.1382652420324358
TCGA-EB-A5FP-01	17	16	47	0.16152874003206574
TCGA-EB-A5KH-06	5	8	87	0.079662628
TCGA-EB-A5SE-01	7	6	53	0.15876309888192633
TCGA-EB-A5SF-01	12	10	89	0.3733542746870199
TCGA-EB-A5SG-06	7	7	62	0.13733165886074478
TCGA-EB-A5SH-06	22	29	198	0.3123182637630771
TCGA-EB-A5UL-06	14	36	135	0.31412801500785525
TCGA-EB-A5UM-01	6	6	30	0.17638118239316536
TCGA-EB-A5UN-06	11	8	38	0.1914268907689682
TCGA-EB-A5VU-01	28	20	58	0.1147364433007102
TCGA-EB-A5VV-06	0	0	13	0.001345834
TCGA-EB-A6L9-06	29	27	147	0.4278260228782613
TCGA-EB-A6QY-01	29	19	94	0.2976629798513673
TCGA-EB-A6QZ-01	7	5	92	0.26582097477442795
TCGA-EB-A6R0-01	10	9	45	0.12673345282698514
TCGA-EB-A82B-01	14	25	106	0.24549923113919184
TCGA-EB-A82C-01	19	27	148	0.228021786
TCGA-EB-A85I-01	5	7	57	0.13747461025411492
TCGA-EB-A85J-01	9	9	47	0.089491124
TCGA-EB-A97M-01	12	14	69	0.17772525575778209
TCGA-EE-A17X-06	3	2	7	0.091709199
TCGA-EE-A17Y-06	28	20	27	0.3881244382502631
TCGA-EE-A17Z-06	5	7	23	0.1378116493156599
TCGA-EE-A180-06	20	35	25	0.15316577905225026
TCGA-EE-A181-06	18	34	23	0.17262514696013245
TCGA-EE-A182-06	6	6	29	0.14466878322248405
TCGA-EE-A183-06	6	10	16	0.10387829189376956
TCGA-EE-A184-06	9	13	53	0.1488505614286978
TCGA-EE-A185-06	8	9	60	0.3111376701204047
TCGA-EE-A20B-06	12	10	25	0.3293830374470107
TCGA-EE-A20C-06	16	17	15	0.09171235
TCGA-EE-A20F-06	3	8	35	0.21997775411923007
TCGA-EE-A20H-06	24	24	45	0.39116802719768695
TCGA-EE-A20I-06	11	10	181	0.3575797841979797
TCGA-EE-A29A-06	12	12	23	0.080736026
TCGA-EE-A29B-06	6	7	10	0.086500754
TCGA-EE-A29C-06	15	14	31	0.4142055019084804
TCGA-EE-A29D-06	19	26	39	0.1649809893419077
TCGA-EE-A29E-06	8	16	27	0.2262723341325261
TCGA-EE-A29G-06	25	30	11	0.1830029268768886
TCGA-EE-A29H-06	9	7	47	0.20187593533893505
TCGA-EE-A29L-06	19	35	55	0.071091013
TCGA-EE-A29M-06	15	12	23	0.31703418918381965
TCGA-EE-A29N-06	6	7	10	0.12422296090714514
TCGA-EE-A29P-06	23	30	12	0.2333625166830236
TCGA-EE-A29Q-06	9	6	17	0.2461291628317689
TCGA-EE-A29R-06	26	31	16	0.2578327341939504
TCGA-EE-A29S-06	7	8	23	0.18574370403190285
TCGA-EE-A29T-06	24	30	33	0.2484260247049333
TCGA-EE-A29V-06	7	8	40	0.2837666164697465
TCGA-EE-A29W-06	30	39	6	0.051206474
TCGA-EE-A29X-06	18	13	30	0.473774858
TCGA-EE-A2A0-06	10	7	19	0.17828055414526753
TCGA-EE-A2A1-06	9	13	5	0.058502043
TCGA-EE-A2A2-06	8	7	13	0.1822071664226444
TCGA-EE-A2A5-06	22	25	16	0.2779172099053356
TCGA-EE-A2GB-06	17	19	36	0.16570446992511167
TCGA-EE-A2GC-06	25	12	32	0.1303240284093396
TCGA-EE-A2GD-06	7	5	7	0.11550617240206346
TCGA-EE-A2GE-06	21	21	4	0.23279209633537296
TCGA-EE-A2GH-06	13	13	31	0.5562957489196576
TCGA-EE-A2GI-06	20	20	10	0.1482407054022942
TCGA-EE-A2GJ-06	7	15	30	0.3296638797234621
TCGA-EE-A2GK-06	0	2	3	0.011738511
TCGA-EE-A2GL-06	8	4	5	0.090490509
TCGA-EE-A2GM-06	30	16	10	0.1716786748282418
TCGA-EE-A2GN-06	18	19	18	0.1723106012836505
TCGA-EE-A2GO-06	18	22	9	0.17623179419774485
TCGA-EE-A2GP-06	23	20	26	0.2741745277050188
TCGA-EE-A2GR-06	9	9	15	0.028937155
TCGA-EE-A2GS-06	7	7	17	0.15307746876593134
TCGA-EE-A2GT-06	5	5	12	0.13521973039717586
TCGA-EE-A2GU-06	8	8	18	0.20217898411345764
TCGA-EE-A2M5-06	5	7	6	0.05414752
TCGA-EE-A2M6-06	24	27	33	0.3119835730206323
TCGA-EE-A2M7-06	25	27	70	0.14155253759595465
TCGA-EE-A2M8-06	9	17	12	0.3955990843003304
TCGA-EE-A2MC-06	1	2	3	0.031507466
TCGA-EE-A2MD-06	8	10	22	0.19326800855082532
TCGA-EE-A2ME-06	0	0	3	0.000331883
TCGA-EE-A2MF-06	8	8	26	0.18169420322271668
TCGA-EE-A2MG-06	13	10	18	0.28616016380316783
TCGA-EE-A2MH-06	7	7	38	0.1683125617870418
TCGA-EE-A2MI-06	3	4	10	0.058134174216012274
TCGA-EE-A2MJ-06	10	10	10	0.33270612292856805
TCGA-EE-A2MK-06	20	29	24	0.4461611194792588
TCGA-EE-A2ML-06	4	9	14	0.086441336
TCGA-EE-A2MM-06	13	14	25	0.14914123204480192
TCGA-EE-A2MN-06	9	10	20	0.14578594240914372
TCGA-EE-A2MP-06	23	15	9	0.079857487
TCGA-EE-A2MQ-06	14	12	19	0.2322738805600395
TCGA-EE-A2MR-06	15	17	9	0.21022661263397088
TCGA-EE-A2MS-06	19	39	51	0.22237091327563896
TCGA-EE-A2MT-06	2	6	8	0.080082737
TCGA-EE-A2MU-06	23	31	11	0.2275059209832857
TCGA-EE-A3AA-06	11	10	13	0.307749719
TCGA-EE-A3AB-06	17	18	33	0.2947726964722065
TCGA-EE-A3AC-06	5	6	15	0.063655734
TCGA-EE-A3AD-06	17	22	17	0.22111829667516286
TCGA-EE-A3AE-06	21	63	22	0.2487785737475878
TCGA-EE-A3AF-06	10	7	11	0.20225769894252504
TCGA-EE-A3AG-06	13	31	29	0.21302349681324734
TCGA-EE-A3AH-06	12	11	27	0.2768065428408936
TCGA-EE-A3J3-06	19	25	51	0.3123734883494395
TCGA-EE-A3J4-06	5	5	30	0.080769432
TCGA-EE-A3J5-06	10	8	17	0.22093289145826164
TCGA-EE-A3J7-06	28	27	31	0.3858856352513313
TCGA-EE-A3J8-06	6	5	24	0.14241325288151438
TCGA-EE-A3JA-06	22	38	39	0.066308171
TCGA-EE-A3JB-06	21	24	56	0.3208811618356308
TCGA-EE-A3JD-06	4	5	2	0.051260126
TCGA-EE-A3JE-06	5	6	9	0.1785461633262649
TCGA-EE-A3JH-06	26	26	11	0.21486440417519545
TCGA-EE-A3JI-06	21	17	14	0.13651135122142058
TCGA-ER-A193-06	8	10	39	0.2871145910333284
TCGA-ER-A194-01	3	9	25	0.15032264689286862
TCGA-ER-A195-06	4	5	40	0.16967429590195446
TCGA-ER-A196-01	1	9	18	0.058838319154433015
TCGA-ER-A197-06	26	30	63	0.094324658
TCGA-ER-A198-06	1	1	38	0.051606806
TCGA-ER-A199-06	26	15	24	0.4797085426165018
TCGA-ER-A19B-06	21	25	26	0.26464875892185724
TCGA-ER-A19C-06	16	17	32	0.3655808091207586
TCGA-ER-A19D-06	13	23	11	0.16670217474997004
TCGA-ER-A19E-06	20	31	64	0.4071693400035925
TCGA-ER-A19F-06	5	5	16	0.16008706060866634
TCGA-ER-A19G-06	24	27	47	0.206254236
TCGA-ER-A19H-06	17	25	48	0.3838933463682864
TCGA-ER-A19J-06	8	15	19	0.2550464857827595
TCGA-ER-A19K-01	5	5	8	0.024399782
TCGA-ER-A19L-06	12	13	64	0.24025426273120976
TCGA-ER-A19M-06	17	36	114	0.2951625229306835
TCGA-ER-A19N-06	12	16	19	0.19511645663626068
TCGA-ER-A19O-06	5	5	5	0.067526064
TCGA-ER-A19P-06	8	7	5	0.2364926112000382
TCGA-ER-A19Q-06	7	14	31	0.22081099243472896
TCGA-ER-A19S-06	11	17	30	0.420987738
TCGA-ER-A19T-01	19	32	61	0.2013593827347649
TCGA-ER-A19T-06	17	23	72	0.3627894308669286
TCGA-ER-A19W-06	10	12	116	0.3123187826630783
TCGA-ER-A1A1-06	0	0	2	0.000320163
TCGA-ER-A2NB-01	19	55	23	0.10903709730613652
TCGA-ER-A2NC-06	11	16	29	0.2014914415203238
TCGA-ER-A2ND-06	20	25	42	0.3661398165652958
TCGA-ER-A2NE-06	9	8	55	0.2902453121134921
TCGA-ER-A2NF-01	7	9	9	0.06124532
TCGA-ER-A2NF-06	8	9	10	0.061162462331551135
TCGA-ER-A2NG-06	11	18	34	0.3448187697992388
TCGA-ER-A2NH-06	9	7	32	0.2679511993330167
TCGA-ER-A3ES-06	1	3	25	0.043403338
TCGA-ER-A3ET-06	11	42	224	0.4844109270144972
TCGA-ER-A3EV-06	9	17	115	0.1159828022355434
TCGA-ER-A3PL-06	30	57	30	0.09022988
TCGA-ER-A42H-01	20	21	73	0.2005649703461093
TCGA-ER-A42K-06	8	12	51	0.1899237636594356
TCGA-ER-A42L-06	35	51	18	0.064600819
TCGA-FR-A2OS-01	6	8	8	0.068633903
TCGA-FR-A3R1-01	3	5	19	0.089899865
TCGA-FR-A3YN-06	32	23	30	0.10759207176618588
TCGA-FR-A3YO-06	20	27	39	0.15818074044100755
TCGA-FR-A44A-06	24	20	68	0.21800180366593666
TCGA-FR-A69P-06	22	28	61	0.2490934212396479
TCGA-FR-A726-01	5	8	64	0.12594422087112705
TCGA-FR-A728-01	13	21	27	0.078388966
TCGA-FR-A729-06	22	62	149	0.4555975228441455
TCGA-FR-A7U8-06	9	8	110	0.2355952258758217
TCGA-FR-A7U9-06	15	56	35	0.098468073
TCGA-FR-A7UA-06	6	14	82	0.3377463210682371
TCGA-FR-A8YC-06	12	25	22	0.060307594733170426
TCGA-FR-A8YD-06	9	10	60	0.066016997
TCGA-FR-A8YE-06	7	9	30	0.078734793
TCGA-FS-A1YW-06	7	10	18	0.2299271976651316
TCGA-FS-A1YX-06	12	11	36	0.4071655599025121
TCGA-FS-A1YY-06	7	5	13	0.21654041765038515
TCGA-FS-A1Z0-06	9	8	55	0.2441538218533074
TCGA-FS-A1Z3-06	9	10	15	0.17617212855643374
TCGA-FS-A1Z4-06	11	8	8	0.33316130718498754
TCGA-FS-A1Z7-06	12	14	15	0.2425165531060437
TCGA-FS-A1ZA-06	19	20	15	0.14542486674800426
TCGA-FS-A1ZB-06	4	6	16	0.20383118960909224
TCGA-FS-A1ZC-06	17	21	42	0.21944077828400352
TCGA-FS-A1ZD-06	19	17	36	0.15588784043523946
TCGA-FS-A1ZE-06	6	9	46	0.1318409439415139
TCGA-FS-A1ZF-06	8	10	25	0.2296034607439173
TCGA-FS-A1ZG-06	7	8	63	0.14399812371407536
TCGA-FS-A1ZH-06	19	17	20	0.2144825716465248
TCGA-FS-A1ZJ-06	13	15	149	0.2976684695495213
TCGA-FS-A1ZK-06	21	41	116	0.4139963888120542
TCGA-FS-A1ZM-06	22	13	40	0.025777963207692645
TCGA-FS-A1ZN-01	5	4	25	0.085712189
TCGA-FS-A1ZP-06	5	9	7	0.038208411
TCGA-FS-A1ZQ-06	11	12	49	0.3471614052321383
TCGA-FS-A1ZR-06	12	7	12	0.1832576829498371
TCGA-FS-A1ZS-06	19	53	13	0.19263367989231392
TCGA-FS-A1ZT-06	4	6	28	0.12930328553935366
TCGA-FS-A1ZU-06	20	29	32	0.12780501392598326
TCGA-FS-A1ZW-06	12	7	7	0.2208774008284214
TCGA-FS-A1ZY-06	19	23	25	0.1312767501300828
TCGA-FS-A1ZZ-06	5	8	10	0.17722150192847155
TCGA-FS-A4F0-06	3	2	34	0.098923024
TCGA-FS-A4F2-06	31	20	83	0.3177112280278908
TCGA-FS-A4F4-06	9	7	386	0.21057562335682348
TCGA-FS-A4F5-06	23	21	56	0.17507972902034433
TCGA-FS-A4F8-06	13	17	120	0.5647452979515114
TCGA-FS-A4F9-06	5	5	44	0.1351341878701604
TCGA-FS-A4FB-06	7	6	113	0.2200078581921099
TCGA-FS-A4FC-06	2	4	26	0.087842122
TCGA-FS-A4FD-06	9	10	38	0.093734334
TCGA-FW-A3I3-06	14	24	118	0.1831273790516844
TCGA-FW-A3TU-06	7	10	66	0.2262454735620857
TCGA-FW-A3TV-06	5	5	26	0.19291585561168026
TCGA-FW-A5DX-01	29	45	101	0.496288242
TCGA-FW-A5DY-06	1	2	11	0.002615914
TCGA-GF-A2C7-01	14	10	16	0.17519754967273574
TCGA-GF-A3OT-06	2	3	43	0.10387584240741583
TCGA-GF-A4EO-06	27	26	84	0.2716236404633052
TCGA-GF-A6C8-06	8	7	76	0.2943144147896474
TCGA-GF-A6C9-06	10	8	56	0.2239796829046173
TCGA-GF-A769-01	13	19	128	0.2270769189022213
TCGA-GN-A262-06	10	9	34	0.3225155480872165
TCGA-GN-A263-01	3	2	9	0.094889582
TCGA-GN-A264-06	16	28	40	0.11118413940033288
TCGA-GN-A265-06	15	33	24	0.2806190307536666
TCGA-GN-A266-06	22	23	29	0.19375598386784332
TCGA-GN-A267-06	12	17	14	0.33618818890832514
TCGA-GN-A268-06	10	13	28	0.289769535
TCGA-GN-A269-01	8	7	4	0.074197609
TCGA-GN-A26A-06	22	28	30	0.1703154942724634
TCGA-GN-A26C-01	26	30	15	0.31140631854460143
TCGA-GN-A26D-06	27	19	59	0.06663725
TCGA-GN-A4U3-06	28	20	49	0.19601359498923576
TCGA-GN-A4U4-06	2	4	18	0.061872099568009924
TCGA-GN-A4U5-01	5	8	120	0.13837054730509066
TCGA-GN-A4U7-06	8	6	53	0.16428650834900116
TCGA-GN-A4U8-06	3	4	28	0.090347563
TCGA-GN-A4U9-06	22	33	67	0.18035435477761905
TCGA-GN-A8LK-06	11	15	80	0.24651864953686065
TCGA-GN-A8LL-06	8	20	251	0.34170253839072906
TCGA-GN-A8LN-01	24	16	91	0.16239801099022275
TCGA-GN-A9SD-06	8	9	55	0.3001088153408581
TCGA-HR-A5NC-01	11	11	60	0.3420474376153614
TCGA-IH-A3EA-01	6	11	34	0.14273260150139488
TCGA-LH-A9QB-06	8	10	95	0.2083289906462791
TCGA-OD-A75X-06	16	17	67	0.16796388964764775
TCGA-QB-A6FS-06	10	14	56	0.16375615981203967
TCGA-QB-AA9O-06	15	29	147	0.17327365358465413
TCGA-RP-A690-06	0	2	11	0.022813669566694696
TCGA-RP-A693-06	12	11	55	0.13994888549816836
TCGA-RP-A694-06	9	10	46	0.1523519146092001
TCGA-RP-A695-06	17	15	38	0.11246601739628646
TCGA-RP-A6K9-06	16	14	42	0.2026888742167853
TCGA-W3-A824-06	3	3	16	0.001873197
TCGA-W3-A825-06	24	22	89	0.2231833420314128
TCGA-W3-A828-06	2	3	50	0.098729557
TCGA-W3-AA1O-06	10	16	50	0.10281859315473604
TCGA-W3-AA1Q-06	4	3	25	0.011755842999623137
TCGA-W3-AA1R-06	11	14	89	0.24062882723854706
TCGA-W3-AA1V-06	16	39	105	0.1854755886006941
TCGA-W3-AA1W-06	9	14	39	0.1061087010038222
TCGA-W3-AA21-06	11	13	60	0.13707824685008724
TCGA-WE-A8JZ-06	29	20	84	0.24254983969851576
TCGA-WE-A8K1-06	5	8	75	0.12425831836555185
TCGA-WE-A8K4-01	9	7	34	0.1916101688049038
TCGA-WE-A8K5-06	11	10	47	0.066208682
TCGA-WE-A8K6-06	22	19	61	0.14446248051924096
TCGA-WE-A8ZM-06	18	29	184	0.333788973
TCGA-WE-A8ZN-06	3	8	82	0.096753143
TCGA-WE-A8ZO-06	6	11	72	0.32149208024121834
TCGA-WE-A8ZQ-06	19	27	81	0.18179766906093545
TCGA-WE-A8ZT-06	3	2	25	0.035571189
TCGA-WE-A8ZX-06	34	17	116	0.4102800132587047
TCGA-WE-A8ZY-06	24	27	78	0.267810169
TCGA-WE-AA9Y-06	11	9	55	0.2675858240052605
TCGA-WE-AAA0-06	4	10	57	0.13794200051159244
TCGA-WE-AAA3-06	29	23	103	0.3120562258404209
TCGA-WE-AAA4-06	6	6	50	0.21366998367602327
TCGA-XV-A9VZ-01	0	0	4	0.011475218170974057
TCGA-XV-A9W2-01	7	14	122	0.3218515893703127
TCGA-XV-A9W5-01	7	6	63	0.11125516448224418
TCGA-XV-AAZV-01	19	12	129	0.4985863722798748
TCGA-XV-AAZW-01	7	8	120	0.1933971699837739
TCGA-XV-AAZY-01	4	5	89	0.2011681355164535
TCGA-YD-A89C-06	8	8	33	0.070859697
TCGA-YD-A9TA-06	9	33	117	0.25685309290527153
TCGA-YD-A9TB-06	25	58	12	0.013799739583210235
TCGA-YG-AA3N-01	5	8	28	0.081937824
TCGA-YG-AA3O-06	23	21	41	0.1028421053540791
TCGA-YG-AA3P-06	24	23	86	0.10820184562858026
TCGA-Z2-A8RT-06	7	10	175	0.2772283571480549
TCGA-Z2-AA3S-06	7	10	153	0.28369233351547346
TCGA-Z2-AA3V-06	8	11	53	0.19656977235699785
TCGA-RZ-AB0B-01	5	7	22	0.12322635672569265
TCGA-V3-A9ZX-01	7	6	35	0.14234158908060898
TCGA-V3-A9ZY-01	2	1	2	0.000898479
TCGA-V4-A9E5-01	10	5	29	0.020257243309781042
TCGA-V4-A9E7-01	9	7	73	0.23587687550464945
TCGA-V4-A9E8-01	14	11	32	0.1112548348243862
TCGA-V4-A9E9-01	2	5	16	0.035667216731994036
TCGA-V4-A9EA-01	2	3	17	0.038948652
TCGA-V4-A9EC-01	1	1	11	0.012573669976382115
TCGA-V4-A9ED-01	2	1	29	0.07179422
TCGA-V4-A9EE-01	5	6	38	0.12999407968380458
TCGA-V4-A9EF-01	3	3	15	0.07290008
TCGA-V4-A9EH-01	2	4	6	0.001040009
TCGA-V4-A9EI-01	9	11	31	0.1477607531002437
TCGA-V4-A9EJ-01	1	4	18	0.036833913146430336
TCGA-V4-A9EK-01	5	8	27	0.029229594890997482
TCGA-V4-A9EL-01	6	6	37	0.1433048842894728
TCGA-V4-A9EM-01	4	3	8	0.000223426
TCGA-V4-A9EO-01	23	13	16	0.072565895
TCGA-V4-A9EQ-01	5	4	34	0.11547448609311065
TCGA-V4-A9ES-01	6	5	56	0.1794079812243323
TCGA-V4-A9ET-01	3	6	19	0.040105223
TCGA-V4-A9EU-01	9	8	53	0.15535592747346713
TCGA-V4-A9EV-01	3	4	20	0.081973699
TCGA-V4-A9EW-01	2	5	21	0.10455451516993568
TCGA-V4-A9EX-01	7	9	66	0.1879234486413356
TCGA-V4-A9EY-01	0	0	15	0.001357335
TCGA-V4-A9EZ-01	6	5	58	0.16724493827632333
TCGA-V4-A9F0-01	5	3	44	0.11526045286197573
TCGA-V4-A9F1-01	7	5	51	0.17149901311744453
TCGA-V4-A9F2-01	15	11	5	0.001304678
TCGA-V4-A9F3-01	6	4	22	0.12774122268217514
TCGA-V4-A9F4-01	3	3	16	0.028353449
TCGA-V4-A9F5-01	7	6	55	0.17171552673168075
TCGA-V4-A9F7-01	1	1	14	0.005164489
TCGA-V4-A9F8-01	8	6	43	0.1416311238764623
TCGA-VD-A8K7-01	1	2	4	0.00015004
TCGA-VD-A8K8-01	4	3	33	0.089060722
TCGA-VD-A8K9-01	2	7	13	0.024066302
TCGA-VD-A8KA-01	3	4	22	0.047397028
TCGA-VD-A8KB-01	2	5	15	0.036479088
TCGA-VD-A8KD-01	4	2	22	0.080031226
TCGA-VD-A8KE-01	4	2	7	0.001504299
TCGA-VD-A8KF-01	6	3	39	0.086611632
TCGA-VD-A8KG-01	4	8	19	0.001889236
TCGA-VD-A8KH-01	3	5	94	0.12881562149609413
TCGA-VD-A8KI-01	7	5	48	0.12631370800937886
TCGA-VD-A8KJ-01	5	3	536	0.041228699
TCGA-VD-A8KK-01	2	2	14	0.071557217
TCGA-VD-A8KL-01	20	18	26	0.07286615
TCGA-VD-A8KM-01	9	7	38	0.1061800820749646
TCGA-VD-A8KN-01	3	3	19	0.072582968
TCGA-VD-A8KO-01	2	2	10	0.008348634
TCGA-VD-AA8M-01	0	0	17	0.010089448206482223
TCGA-VD-AA8N-01	6	7	40	0.1944529151371111
TCGA-VD-AA8O-01	24	20	77	0.2730119300919882
TCGA-VD-AA8P-01	8	6	43	0.16310103010482907
TCGA-VD-AA8Q-01	3	2	16	0.017045235438397973
TCGA-VD-AA8R-01	0	0	4	0.000276444
TCGA-VD-AA8S-01	10	8	8	0.000473181
TCGA-VD-AA8T-01	5	4	34	0.1134333333856444
TCGA-WC-A87T-01	0	0	14	0.017947878
TCGA-WC-A87U-01	1	1	4	9.121890091827437e-05
TCGA-WC-A87W-01	3	3	26	0.092721753
TCGA-WC-A87Y-01	3	3	23	0.07131946
TCGA-WC-A880-01	1	1	15	0.008625653
TCGA-WC-A881-01	3	5	22	0.081626824
TCGA-WC-A882-01	4	4	41	0.12923623764802927
TCGA-WC-A883-01	8	9	37	0.1466349451951667
TCGA-WC-A884-01	3	3	24	0.023179536
TCGA-WC-A885-01	1	4	2	9.88206190253418e-05
TCGA-WC-A888-01	1	1	12	0.001225737
TCGA-WC-A88A-01	7	7	45	0.14654832155312594
TCGA-WC-AA9A-01	6	4	36	0.1370931113075651
TCGA-WC-AA9E-01	7	6	35	0.1537648724438544
TCGA-YZ-A980-01	4	2	28	0.087233741
TCGA-YZ-A982-01	18	18	6	0.001511265
TCGA-YZ-A983-01	1	1	5	0.000358026
TCGA-YZ-A984-01	19	14	29	0.1083500443173232
TCGA-YZ-A985-01	2	1	22	0.071222706
TCGA-2E-A9G8-01	9	12	175	0.2566527725228837
TCGA-4E-A92E-01	1	1	5	0.000198343
TCGA-5B-A90C-01	20	27	131	0.20069045500976085
TCGA-5S-A9Q8-01	1	2	9	0.026232309
TCGA-A5-A0G2-01	12	8	19	0.2696832725975816
TCGA-A5-A0G5-01	14	45	205	0.29118401168524244
TCGA-A5-A0G9-01	1	2	19	0.020247749412368628
TCGA-A5-A0GA-01	1	2	4	0.009424359
TCGA-A5-A0GB-01	1	1	19	0.0029252
TCGA-A5-A0GD-01	0	0	54	0.000600995
TCGA-A5-A0GE-01	6	13	6	0.2041728910757512
TCGA-A5-A0GG-01	3	3	5	0.07518289
TCGA-A5-A0GH-01	0	0	19	0.0036904
TCGA-A5-A0GI-01	1	3	19	0.049001026
TCGA-A5-A0GJ-01	9	15	59	0.3017924520466857
TCGA-A5-A0GM-01	0	0	0	0
TCGA-A5-A0GN-01	25	37	2	0.052921395
TCGA-A5-A0GP-01	0	0	19	9.74867782230353e-05
TCGA-A5-A0GQ-01	0	0	19	0.016003846006666038
TCGA-A5-A0GR-01	8	12	33	0.2845413012426174
TCGA-A5-A0GU-01	4	3	0	0
TCGA-A5-A0GV-01	7	4	19	2.1732784455461148e-05
TCGA-A5-A0GW-01	2	1	7	0.000369757
TCGA-A5-A0GX-01	0	1	2	0.000775013
TCGA-A5-A0R6-01	17	15	24	0.096470428
TCGA-A5-A0R7-01	10	9	13	0.2099487245662865
TCGA-A5-A0R8-01	0	0	0	0
TCGA-A5-A0R9-01	2	1	0	0
TCGA-A5-A0RA-01	0	0	0	0
TCGA-A5-A0VP-01	3	2	2	0.085664916
TCGA-A5-A0VQ-01	0	0	19	6.779775261203475e-05
TCGA-A5-A1OF-01	0	0	5	0.000670504
TCGA-A5-A1OG-01	18	30	50	0.18627815978937146
TCGA-A5-A1OJ-01	3	2	0	0
TCGA-A5-A1OK-01	2	8	2	0.031398634
TCGA-A5-A2K2-01	14	18	25	0.065891267
TCGA-A5-A2K3-01	18	17	3	0.043216475
TCGA-A5-A2K4-01	30	16	54	0.10147161031421516
TCGA-A5-A2K5-01	0	0	19	5.7217465881620274e-05
TCGA-A5-A2K7-01	0	0	2	7.849143838415891e-05
TCGA-A5-A3LO-01	25	20	15	0.4383870300587141
TCGA-A5-A3LP-01	16	26	38	0.15068359575469092
TCGA-A5-A7WK-01	5	9	187	0.1972654916295415
TCGA-A5-AB3J-01	4	6	13	0.031411227
TCGA-AJ-A23M-01	20	24	71	0.1808140699811068
TCGA-AJ-A23N-01	17	30	22	0.1130833489623478
TCGA-AJ-A23O-01	3	6	3	0.093431653
TCGA-AJ-A2QK-01	6	12	21	0.2694897809480973
TCGA-AJ-A2QL-01	1	1	19	0.011597359
TCGA-AJ-A2QM-01	11	17	53	0.2098323386289836
TCGA-AJ-A2QN-01	6	4	5	0.030085035
TCGA-AJ-A2QO-01	0	0	19	5.110830329364752e-06
TCGA-AJ-A3BD-01	17	25	26	0.04791473
TCGA-AJ-A3BF-01	11	12	102	0.20835247225756634
TCGA-AJ-A3BG-01	1	1	3	0.011793209591323598
TCGA-AJ-A3BH-01	4	3	4	0.0141546
TCGA-AJ-A3BI-01	19	20	35	0.2197124998540505
TCGA-AJ-A3BK-01	4	2	19	2.5106365902258772e-05
TCGA-AJ-A3EJ-01	18	23	61	0.2873995501988995
TCGA-AJ-A3EK-01	0	0	19	1.6100734774892885e-05
TCGA-AJ-A3EL-01	0	0	5	0.000227721
TCGA-AJ-A3EM-01	19	22	158	0.2825327216472762
TCGA-AJ-A3I9-01	7	5	27	0.1603707047107905
TCGA-AJ-A3IA-01	18	43	218	0.3661343811802573
TCGA-AJ-A3NC-01	3	3	3	0.000244834
TCGA-AJ-A3NE-01	0	0	2	0.006496912
TCGA-AJ-A3NF-01	12	16	15	0.10665827184958096
TCGA-AJ-A3NG-01	4	4	4	0.030440721130678056
TCGA-AJ-A3NH-01	27	17	83	0.4634587124005325
TCGA-AJ-A3OJ-01	0	0	19	0.000230939
TCGA-AJ-A3OK-01	0	0	19	1.4387413883501391e-05
TCGA-AJ-A3OL-01	3	2	0	0
TCGA-AJ-A3QS-01	16	30	22	0.13795343597529816
TCGA-AJ-A3TW-01	12	34	91	0.2445023733161537
TCGA-AJ-A5DV-01	0	0	5	7.453038145250377e-05
TCGA-AJ-A5DW-01	0	0	5	0.00079218
TCGA-AJ-A6NU-01	5	7	77	0.18271019154527304
TCGA-AJ-A8CT-01	0	0	3	0.000185675
TCGA-AJ-A8CV-01	0	2	19	0.03270091
TCGA-AJ-A8CW-01	4	6	4	0.000114593
TCGA-AP-A051-01	1	4	19	0.049524574821914066
TCGA-AP-A052-01	5	6	64	0.15993679939672445
TCGA-AP-A054-01	2	2	2	0.021374928202522552
TCGA-AP-A056-01	0	0	6	0.000498931
TCGA-AP-A059-01	0	0	0	0
TCGA-AP-A05A-01	5	7	40	0.068667844
TCGA-AP-A05D-01	11	13	66	0.17529769576048915
TCGA-AP-A05H-01	20	38	92	0.2350450726678617
TCGA-AP-A05J-01	2	7	40	0.1284492067131733
